店舗名,最寄駅,住所または座標,緯度,経度,掲載URL,オフィシャルHP,備考,電話,営業
あしたを愛してる,青山駅,愛知県半田市有楽町５丁目３７,,,https://www.esthe-ranking.jp/chita/shop-detail/fd5cf4cf-f9e0-41ce-b27e-eaf8049228bc/,http://love.sh-lo.tokyo/,4月28日より新人：かおりちゃん/本人保証ヤヤちゃん/本人保証 2名在籍技術最高！最大3000円割引の特典実施中！店舗前共有駐車場あり！仕事帰りや買い物ついでにも立ち寄りやすい♪PayPay利用可能！,070-6686-3888,12:00～LAST
ラクネイ,尾張横須賀駅西口,愛知県東海市横須賀町四ノ割20,,,https://www.esthe-ranking.jp/chita/shop-detail/1cf2ec56-5a6a-4a8c-920e-88cf1df6e386/,https://rakunei.eei.jp/,★東海市のリラクゼーション店がNEWOPEN★尾張横須賀駅西口から徒歩約5分の抜群のアクセス,080-4531-8133,14:00～翌 03:00
美少女にゃんにゃん,高横須賀駅,愛知県東海市加木屋町内堀１３９−１,,,https://www.esthe-ranking.jp/chita/shop-detail/2e697355-ff1b-4038-a5e7-b8f4cb92312e/,http://opaod.odj-esute.asia/,高横須賀駅徒歩10分,080-1281-5065,12:00～翌 02:00
純な少女,青山駅,愛知県半田市青山５丁目１−４,,,https://www.esthe-ranking.jp/chita/shop-detail/f6eab40d-df8e-4972-bad0-fe6ca3754342/,https://a-girlone.navi.mn/,アクセス欄に住所あり,090-2350-4026,12:00～翌 02:30
ありみ,乙川駅,愛知県半田市新居町6-4-1,,,https://www.esthe-ranking.jp/chita/shop-detail/9e4e8265-6489-4b7b-af6c-8e561efeee5e/,http://massage-est.info/,駐車場あり,080-7642-6688,12:00～LAST
魅娘（みむすめ）,青山駅,"34.87458921644219, 136.9184072334971",34.87458921644219,136.9184072334971,https://www.esthe-ranking.jp/chita/shop-detail/b578176b-8857-482f-8a88-ae6550d8e2e0/,http://mimusume.sh-ilp.tokyo/,【セブン-イレブン 半田有楽町店】の近くに着いたらお電話ください。,070-1639-0817,12:00～LAST
Secret Room,南加木屋駅,愛知県愛西市諏訪町中杁２８６番地１,,,https://www.esthe-ranking.jp/owari/shop-detail/35ffb4d2-1afc-4f5a-a0d9-ba4c0dab497e/,http://secret.sh-lbr.tokyo/,ファミリーマート 佐織諏訪店の近くに着いたら、ご連絡ください。,090-3299-5798,10:00～LAST
ナイショガーデン,知多半田駅,"34.8978528720444, 136.92806983738694",34.8978528720444,136.92806983738694,https://www.esthe-ranking.jp/chita/shop-detail/7cb57d74-cded-407f-86b7-7776ab8a1609/,https://evening-garden8.iest.in/,地図の駐車場に着いたらお電話ください。,070-2165-9888,24時間営業
巨峰,大府駅,"35°00'25.9""N 136°57'31.0""E",,,https://www.esthe-ranking.jp/chita/shop-detail/8c9b1810-5acd-44a8-a088-58da2dd0a6fa/,https://kyohou.eev.jp/,大府市のリラクゼーション巨峰です♪ 大府駅から近くてアクセス抜群！こだわった店内で疲れを解消して頂けるよう、一生懸命施術させて頂きます。セラピストが与える贅沢な安らぎに包まれながら、ひとりひとりに合わせたマッサージで隅々まで癒されてくださいね。,080-7708-5264,11:00～翌 02:00
LaLa spa,太田川駅,愛知県東海市高横須賀町４丁目１１４,,,https://www.esthe-ranking.jp/chita/shop-detail/f91f6cac-5e1d-4081-9288-75059b67af2d/,https://lalaspatokai.crayonsite.net/,駐車場 あり,070-4067-3149,11:00～翌 03:00
AROMA more,尾張森岡駅,愛知県知多郡東浦町森岡前田48,,,https://www.esthe-ranking.jp/chita/shop-detail/b86c8a2a-8e76-44b1-84a0-7c43a5ce1421/,https://kirakuen.ood.jp/,駐車場あります。,090-2496-6888,12:00～翌 03:00
快感パニック,共和駅,"35.03506645802561, 136.9550282804868",35.03506645802561,136.9550282804868,https://www.esthe-ranking.jp/chita/shop-detail/d017d3a7-866f-4be6-b662-52e1d0fb7b8a/,http://panic.sh-ohv.tokyo/,ここに着きましたら、お電話ください,070-3165-1358,11:00～LAST
にこにこ,共和駅,愛知県名古屋市中川区高畑２丁目２２番地,,,https://www.esthe-ranking.jp/tokaidori/shop-detail/59510a55-7dbc-4458-9d53-373b21de655d/,http://vanillakiss.odj-esute.asia/,地図の位置に着きましたら、ご連絡ください。,090-8556-5974,10:00～翌 02:00
STELLARIS（ステラリス）,尾張横須賀駅,"35.01034686333654, 136.88555769934447",35.01034686333654,136.88555769934447,https://www.esthe-ranking.jp/chita/shop-detail/1b150d70-90ae-4cc9-b8d4-7782d0743d15/,https://stellaris.eei.jp/,尾張横須賀駅に着きましたらお電話ください。,090-6351-3844,12:00～翌 01:00
Sweet Baby（スウィートベイビー）,尾張横須賀駅,"35.01034426786107, 136.88556225037655",35.01034426786107,136.88556225037655,https://www.esthe-ranking.jp/chita/shop-detail/af94a32d-2e84-498d-bc75-b5932bed8368/,https://sweetbaby.eev.jp/,ファミリーマート津知屋横須賀店に着きましたらお電話ください,090-1789-5688,11:00～翌 02:00
Boundless～バウンドレス,半田駅,愛知県半田市瑞穂町８丁目７−４,,,https://www.esthe-ranking.jp/chita/shop-detail/d46ee369-7665-43bc-b07d-e7623071b651/,https://boundless.crayonsite.net/,アクセス欄に住所あり,080-1352-1176,11:30～翌 03:00
ハッピーバブルズ,太田川駅,"35.02064806902949, 136.9094785146315",35.02064806902949,136.9094785146315,https://www.esthe-ranking.jp/chita/shop-detail/d5aca42b-175d-47c8-9b61-3a88a2937000/,https://happybubbles.bdd.jp/,駐車場あります。,070-8987-0520,24時間営業
楽（らく）,巽ヶ丘駅,"34.962736, 136.91509",34.962736,136.91509,https://www.esthe-ranking.jp/chita/shop-detail/a173724c-7c13-447f-9f93-49a1b81f6ccf/,https://yasasii.eeh.jp/,地図の近辺に着きましたらお電話ください,070-3548-4340,24時間営業
中国館,青山駅・太田川駅,愛知県半田市青山1-9-15,,,https://www.esthe-ranking.jp/chita/shop-detail/8c1d07c9-9d50-456f-8f60-c42b08e707f4/,https://www.chugokukan6688.com/,アクセス欄に住所あり,0569-89-9896,10:00～24:00
First Love（ファーストラブ）,知多半田駅,"34.88885054997958, 136.926377517977",34.88885054997958,136.926377517977,https://www.esthe-ranking.jp/chita/shop-detail/2161f65c-20fd-4be5-b896-f37bcf1fdb40/,https://firstlove.uud.jp/,★知多半田駅徒歩8分・First Love~ファーストラブ★ お得な割引コースを多数ご用意しております！美しくセクシーなセラピストたちが、優しく丁寧な施術で癒しの時間をお届け♪疲れた心と身体を、極上のリラックス空間でゆっくり癒してください。,080-4226-9988,11:00～LAST
吉利（ジリ）,大府駅,"35.008935, 136.973164",35.008935,136.973164,https://www.esthe-ranking.jp/chita/shop-detail/46cdc562-3247-47fa-8088-3f21e6204723/,https://ziri.eei.jp/,駐車場：店舗前と店舗の裏にあります。裏の駐車場は201号になります。,0562-46-8822,12:00～翌 02:00
猫もみ,知多半田駅,"34.900370549952235, 136.93045700000005",34.900370549952235,136.93045700000005,https://www.esthe-ranking.jp/chita/shop-detail/358a25a7-d825-4e76-83cc-2dff0a1ba078/,https://nekomomi.evv.jp/,駐車場2台あります,070-3990-7175,12:00～LAST
Love（ラブ）,成岩駅,愛知県半田市栄町3丁目31番地,,,https://www.esthe-ranking.jp/chita/shop-detail/9afd18df-fa4c-41ac-9506-000eeff652f9/,https://love.zzl.jp/,アクセス 半田市成岩駅前すぐ。イシハラフード成岩店近く。,090-1729-1685,12:00～LAST
鑫鑫（しんしん）,大府駅,"35.022170180807144, 136.9881545183385",35.022170180807144,136.9881545183385,https://www.esthe-ranking.jp/chita/shop-detail/c331cc60-b9e6-46a0-b9bf-b2c305898e09/,https://shinshin.eev.jp/,アクセス欄に緯度経度と住所あり,090-8475-8999,13:00～LAST
四季館（しきかん）,坂部駅,愛知県知多郡阿久比町卯坂字坂部3,,,https://www.esthe-ranking.jp/chita/shop-detail/8b8e47f0-4660-416a-ab77-e8fac68736db/,https://shikikan.ooe.jp/,坂部駅徒歩2分,080-5139-0107,12:00～翌 01:00
もみもみ館,知多半田駅,愛知県半田市清城町1丁目12-21,,,https://www.esthe-ranking.jp/chita/shop-detail/abb9cdfb-f8f5-4a41-9170-5afe399b61c2/,https://momimomi.eev.jp/,アクセス欄に住所あり,080-3677-8868,11:00～24:00
七彩（ななさい）,青山駅,"34.868395, 136.911407",34.868395,136.911407,https://www.esthe-ranking.jp/chita/shop-detail/e4623790-43e2-4d47-adf6-3c5574814bbf/,https://nanasai.eev.jp/,アクセス アオキスーパー武豊店付近に到着しましたらご連絡下さい。,070-9080-2107,12:00～LAST
温柔の郷,共和駅,愛知県大府市追分町2-129,,,https://www.esthe-ranking.jp/chita/shop-detail/a52bfe56-42fa-4ff6-a418-04c8fb2dcb3a/,https://onjyunosato.eei.jp/,新人2名入店中！大府市のリラクゼーション【温柔の郷 - おんじゅうのさと】です♪ 共和駅から近くてアクセス抜群！,090-9898-2666,11:00～LAST
夜桜（よざくら）,青山駅,■愛知県,,,https://www.esthe-ranking.jp/chita/shop-detail/cf3eb5d4-bc89-462f-a50d-4371f834eab0/,https://yozakura.ooz.jp/,朝倉駅徒歩15分,090-3932-1668,12:00～翌 03:00
ふわり～Fuwari～,一社駅,"35.183333, 136.987056",35.183333,136.987056,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/0258bebb-c1af-41d8-a7af-98a12281e7d1/,https://fuwari123.crayonsite.info/,近くの【コーポ宮根（名古屋市名東区八前1丁目205）】に着きましたら、お電話ください,080-9573-9776,11:00～翌 03:00
舞の夢,一社駅,"35.169767997381, 136.9948060328478",35.169767997381,136.9948060328478,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/b8b5d16f-38b8-47bc-a486-e134a99cc0a1/,https://nagisa.bdd.jp/,パーキング【タイムズ一社第３】に着きましたらお電話してください,080-4546-5025,24時間営業
LOVE,藤が丘駅,愛知県名古屋市港区東海通4-2-1,,,https://www.esthe-ranking.jp/tokaidori/shop-detail/a22aac26-c74e-4348-91f0-a98262aa0b35/,http://rabu.sh-srx.tokyo/,東海通駅徒歩1分,070-8385-0209,24時間営業
甘い気持ち,藤が丘駅,藤が丘駅 愛知県,,,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/786356ba-c4aa-42b8-a5e7-6e642b659405/,https://amaikimochi.eei.jp/,駐車場 近くにコインパーキングあります。,070-1615-6462,09:00～LAST
美人姿,藤が丘駅,"35.185354, 137.028961",35.185354,137.028961,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/edb8410c-70e0-4c1e-ab73-b4a7c8491a79/,https://bijinshi.roo.jp/,★名東区に待望の癒し空間がグランドオープン！藤が丘駅から徒歩圏内★極上のリラクゼーションをご提供♪厳選されたセラピストたちが織りなす繊細な施術が、心身を深く満たします。洗練された静寂のプライベート空間で、特別な癒しの時間をお楽しみください,080-8691-1629,12:00～翌 03:00
ピンクハニー,本郷駅2番出口,"35.17715475303084, 137.0151311919102",35.17715475303084,137.0151311919102,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/e9212fd9-0189-4ed7-a5e1-b93d1a4e0cc9/,https://pinkhoney.eei.jp/,本郷駅から近くてアクセス抜群！,070-4486-7412,09:00～翌 05:00
Kiss パラダイス,上社駅,愛知県名古屋市名東区上社１丁目１３１１,,,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/1290d36a-f444-467b-8c77-b5d340239f38/,http://kiss.sh-mxe.tokyo/,上社駅徒歩2分,090-1792-1468,11:00～LAST
マイメード,藤が丘駅,"35.17502568218353, 137.01649630610459",35.17502568218353,137.01649630610459,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/b5fd8df2-39d9-4fd9-931f-4f3e9e537baa/,https://mer-maid.navi.mn/,アクセス欄に緯度経度と住所あり,090-7162-4158,11:00～LAST
素敵な夜,上社駅,愛知県名古屋市名東区上社4-89,,,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/7cca27f5-7de1-4c76-ad8b-2efd09d0d69a/,https://sutekinayoru.bdd.jp/,上社駅徒歩3分,090-4966-4273,11:00～翌 03:00
秘密Lover,藤が丘駅,"35.180566, 137.019904",35.180566,137.019904,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/2df2d102-082d-458d-9a05-7622d9a81028/,https://himitulover.eei.jp/,駐車場：お近くのコインパーキングをご利用ください。,070-4071-6046,11:00～翌 05:00
オカエリ,本郷駅,"35.175067, 137.017851",35.175067,137.017851,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/74d79235-ead0-4ce6-a66b-159b4e0e696d/,https://okaeri.bdd.jp/,アクセス欄に緯度経度と住所あり,090-7675-2080,10:00～翌 03:00
白月光,本郷駅,"35.174878, 137.016034",35.174878,137.016034,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/ffcac49e-f7c2-47d3-a2cd-a711319f489e/,https://kingstan.eei.jp/,アクセス欄に緯度経度と住所あり,080-8631-9305,09:30～翌 04:30
パクパクチューチュー,一社駅,愛知県名古屋市名東区八前１丁目４１０,,,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/6944a066-fa23-4ed4-922b-759af67a1c5e/,http://slurp.sh-yuzazaiiy.tokyo/,ここに着きましたら、お電話ください。,090-2787-1487,11:00～LAST
癒しの猫,藤が丘駅,"35.101913067877526, 136.94302113861758",35.101913067877526,136.94302113861758,https://www.esthe-ranking.jp/horita/shop-detail/b6f601c2-7ce5-47a6-94ff-6ccd12bdbe61/,https://iyashinoneko.eev.jp/,【セブンイレブン 名古屋弥生町店】近くに着いたらお電話ください。,050-6874-5685,12:00～翌 03:00
ハニータイム,一社駅,"35.064926, 136.97588",35.064926,136.97588,https://www.esthe-ranking.jp/kasadera/shop-detail/7ff5eebe-0165-43c1-a18f-476ac63e1631/,https://honeytime.evv.jp/,太子ヶ根公園に着きましたらお電話して下さい,090-8545-2666,12:00～翌 02:00
健康カプセルサロン,藤が丘駅,■愛知県,,,https://www.esthe-ranking.jp/hoshigaoka/shop-detail/889e3e92-83e2-49b3-ac72-26bd1c580db4/,https://shop2.es-johokan.com/kenkoucapsulesalon-f/,アクセス欄に住所あり,080-4544-0635,10:00～LAST
Candy（キャンディー）,金山駅北口,"35.145724, 136.900963",35.145724,136.900963,https://www.esthe-ranking.jp/kanayama/shop-detail/8df24e0f-3b93-45ad-bbe7-3fac1cdb39b7/,https://candy.ddq.jp/,金山総合駅北口からイオン横を北に徒歩約３分！,090-1725-3999,11:00～翌 02:00
Valley（ヴァリー）,金山駅北口,愛知県名古屋市中区金山4丁目3ー2,,,https://www.esthe-ranking.jp/kanayama/shop-detail/53b0c389-be3b-4e78-bc41-d5abae0934f0/,https://valley.eev.jp/,金山駅北口徒歩3分,052-324-7581,11:00～翌 02:00
極楽のひととき,六番町駅,"35.116263326689136, 136.8910340805791",35.116263326689136,136.8910340805791,https://www.esthe-ranking.jp/kanayama/shop-detail/e802eae5-543e-473d-800a-9a4c212f1a38/,https://gokurakunohitotoki.eei.jp/,近くの【ウエルシア熱田五番町店】につきましたら、お電話ください,090-1813-1040,11:00～翌 02:00
台湾夢の天使,金山駅北口,金山駅,,,https://www.esthe-ranking.jp/kanayama/shop-detail/16ba92e7-5d43-482d-bbb3-89a9542dfdb6/,https://airfeel-taibei.navi.mn/,アクセス欄に住所あり,080-2656-5881,09:00～翌 04:00
桜花爛漫,金山駅南口1分,"35.142444998809815, 136.8988235367034",35.142444998809815,136.8988235367034,https://www.esthe-ranking.jp/kanayama/shop-detail/daeb73f5-f585-4962-8e8c-3c6576079b19/,https://oukaranman.eei.jp/,金山駅から近くてアクセス抜群！,080-7654-1688,11:00～翌 03:00
Nice Feelings（ナイスフィーリングス）,金山駅南口,"35.1434989, 136.8970775",35.1434989,136.8970775,https://www.esthe-ranking.jp/kanayama/shop-detail/95c59dae-b9a0-401a-ac22-5ef69276bcf8/,https://nicefeelings.eei.jp/,名古屋市中区のリラクゼーションNiceFeelingsです♪ 金山駅から近くてアクセス抜群！,080-3282-9076,12:00～翌 03:00
マリーゴールド,金山駅南口,"35.14221671471016, 136.9004832164526",35.14221671471016,136.9004832164526,https://www.esthe-ranking.jp/kanayama/shop-detail/77b61032-9822-434a-8868-99b602e6e025/,http://marigold.sh-paq.tokyo/,金山駅南口徒歩2分,080-9777-1687,24時間営業
タンポポ,金山駅南口,金山駅,,,https://www.esthe-ranking.jp/kanayama/shop-detail/d739ebdc-6756-4a0d-afc2-a2b690efa2df/,http://dandelion.naj-esute.asia/,5月 3日新人入店いたしました。同時に 3 名以上のお客様に対応できます。写真は100％本人保証、体重45キロの美女で、心と体を優しく包み、究極の癒しを楽しんで、200％ご満足保証！さらに人気コースが 3000 円引きとなります！！,070-1544-6575,24時間営業
MK5,金山駅北口,"35.14538800000006, 136.9036973411045",35.14538800000006,136.9036973411045,https://www.esthe-ranking.jp/kanayama/shop-detail/4e8391b7-0645-4127-87da-3fd15b201034/,https://mk5.eei.jp/,JR金山駅北口／名城線金山駅【1番出口】,090-9213-8666,11:00～LAST
桃楽園（とうらくえん）,金山駅南口,愛知県名古屋市中区正木4-8-8 メゾン金山1006号,,,https://www.esthe-ranking.jp/kanayama/shop-detail/8bf7f595-3f35-4f84-a6eb-04dcab4efeb4/,https://tourakuen.eey.jp/,名古屋・金山駅から徒歩２分,052-265-6979,10:00～翌 05:00
ホワイトフラワー,金山駅,"35.14289683574782, 136.89874675410525",35.14289683574782,136.89874675410525,https://www.esthe-ranking.jp/kanayama/shop-detail/019afceb-29ad-485e-bb24-ab0454a10582/,http://whiteflower.refle.shop/,駐車場：お近くのコインパーキングをご利用ください。,080-1819-4790,24時間営業
clover（クローバー）,金山駅,"35.14081, 136.892871",35.14081,136.892871,https://www.esthe-ranking.jp/kanayama/shop-detail/cc0378f3-0b2b-4503-8452-21c71e4fe0b3/,https://clover.ooa.jp/,金山駅・尾頭橋駅近くに新規オープン！落ち着いた雰囲気の店内で身も心も癒される時間を体験してください！,080-9720-1688,12:00～翌 03:00
台湾Honey（ハニー）,金山駅,愛知県名古屋市熱田区金山町１丁目,,,https://www.esthe-ranking.jp/kanayama/shop-detail/2414d4fe-3fd9-41a7-a1a4-5a3e274aea9a/,https://honey-baby.navi.mn/,金山駅徒歩1分,080-5861-8215,24時間営業
きらり,金山駅南口,"35.14276700000751, 136.89489567055745",35.14276700000751,136.89489567055745,https://www.esthe-ranking.jp/kanayama/shop-detail/78f396e9-f456-4ef3-9d41-25315a0ecaaf/,https://kirari.bdd.jp/,金山駅から近くてアクセス抜群！中川区のリラクゼーション【キラリ】です♪,080-3332-8889,11:00～LAST
HAPPY HONEY（ハッピーハニー）,金山駅南口,"35.14240023068077, 136.8988171915815",35.14240023068077,136.8988171915815,https://www.esthe-ranking.jp/kanayama/shop-detail/974e991c-1f71-43a1-88c7-18f5e5043bff/,http://happyhoney.refle.shop/,金山駅南口から近くてアクセス抜群！,070-1634-7888,24時間営業
黒猫の恋,日比野駅,"35.13844990329356, 136.89351767055226",35.13844990329356,136.89351767055226,https://www.esthe-ranking.jp/kanayama/shop-detail/b38cfa32-8fac-4202-8aca-66519642b030/,https://kuronekonokoi.eei.jp/,駐車場有り（2台） ※近くにコインパーキングもございます。,080-6955-0555,12:00～翌 03:00
フォレスト,尾頭橋駅,"35.148633, 136.89344",35.148633,136.89344,https://www.esthe-ranking.jp/kanayama/shop-detail/5cc87748-542f-45e2-8be2-319ce688825f/,https://relahouse.eei.jp/,尾頭橋駅徒歩5分,080-3637-8889,10:00～翌 03:00
桜の香り,金山駅,金山駅,,,https://www.esthe-ranking.jp/kanayama/shop-detail/08297bf5-5cd7-4555-91ff-cc5d23e03e59/,http://cherry-blossom.fbh-esute.asia/,金山駅 に着きましたら、ご連絡ください。,080-2901-9069,10:00～翌 02:00
部屋の秘密,金山駅北口2番出口,"35.145208, 136.90502",35.145208,136.90502,https://www.esthe-ranking.jp/kanayama/shop-detail/1fe59982-5900-4693-bb5b-cf7f3f6cf7bc/,https://heyanohimitu.eei.jp/,金山駅北口2番出口に着きましたら、お電話ください。,080-9690-1944,12:00～翌 02:30
白い恋人,東別院駅,"35.153486302099104, 136.89842769391112",35.153486302099104,136.89842769391112,https://www.esthe-ranking.jp/kanayama/shop-detail/6d523317-3db2-43dd-8928-288a2b2ee10d/,https://siroikoibito.eei.jp/,NEW OPEN♪中区、金山、大須エリアのリラクゼーションマッサージ白い恋人です。東別院駅から徒歩７分、大須観音駅から徒歩７分、上前津駅から徒歩10分、金山駅から徒歩12分の落ち着いた雰囲気の店内でセラピストとゆったりとした時間を過ごすことができます。,070-1676-6888,12:00～翌 03:00
Lemon（レモン）,尾頭橋駅,"35.141819, 136.893596",35.141819,136.893596,https://www.esthe-ranking.jp/kanayama/shop-detail/9715d370-ca63-4b4d-b2ff-f2f59a0d7938/,https://lemon.ddv.jp/,尾頭橋駅から近くてアクセス抜群！,070-1662-0658,12:00～翌 03:00
もみじ,金山駅南口,愛知県名古屋市南区柴田本通4-1,,,https://www.esthe-ranking.jp/kasadera/shop-detail/145e8d7d-edfc-4c0f-9feb-3dc961c6eb6f/,https://momiji.ddq.jp/,駐車場 近くのコインパーキングをご利用ください,080-9790-8513,24時間営業
美豊サロン,尾頭橋駅,"35.14295428435856, 136.8933408229292",35.14295428435856,136.8933408229292,https://www.esthe-ranking.jp/kanayama/shop-detail/e1846238-3cf8-4fde-9572-37f3685f1689/,https://bihousalon.eei.jp/,セブンイレブン 名古屋尾頭橋店 に着きましたらお電話して下さい,070-3765-1762,12:00～翌 02:00
大好きオッパ,金山駅南口,■愛知県,,,https://www.esthe-ranking.jp/kanayama/shop-detail/1e582370-0cb8-48f4-991d-676a970c0c1b/,https://www.daisukiopa184.info/,アクセス欄に住所あり,080-5644-6688,12:00～LAST
つばき,金山駅北口,■愛知県,,,https://www.esthe-ranking.jp/kanayama/shop-detail/4bdd9fcb-d1dd-459f-90a8-ca880619c0d7/,https://tsubaki.eei.jp/,金山駅北口徒歩1分,052-322-2373,12:00～23:30(土日祝：11:00～23:30 最終受付：22:30)
恵欣媛（けいきんえん）,大江駅,愛知県名古屋市南区北頭町3-11,,,https://www.esthe-ranking.jp/kasadera/shop-detail/0a65b5e4-41e3-4f43-9b49-95e85821d784/,https://keikinen.ooa.jp/,"大江駅・笠寺駅の近く。若い女の子のお店です。可愛い子ばかり！態度やサービス・性格も大事にしています。割引情報満載！新人続々入店中！団体様大歓迎！大人気コース（オイル・リンパ対象！1,000円OFF！）",052-829-0688,13:00～LAST
お兄さん食べる私作る,大高駅,愛知県名古屋市緑区大高町鷲津１１−１,,,https://www.esthe-ranking.jp/kasadera/shop-detail/7aa7158a-a195-45bb-a860-4c9381e24ca6/,http://oniisan.pla-dx.cfd/,地図の位置に着きましたら、ご連絡ください。,080-3641-1717,24時間営業
NO定義（ノーテイギ）,左京山駅,"35.071242, 136.961828",35.071242,136.961828,https://www.esthe-ranking.jp/kasadera/shop-detail/7773344b-ba35-4478-aaf1-d5e89a670ed3/,https://noteigi.eei.jp/,駐車場あります。,080-9536-2527,12:00～翌 03:00
エグゼスパ,左京山駅,愛知県名古屋市緑区左京山101-2,,,https://www.esthe-ranking.jp/kasadera/shop-detail/904b326d-5282-4917-9fae-a8a03bc083dd/,https://exespa.zzf.jp/,☆完全個室、送迎無料、仮眠室完備☆左京山に新規OPEN♪♪左京山駅からとても近くてアクセス抜群！！心の届く接客・心のこもった施術・心の安らぐ空間で、真の癒しマッサージをお楽しみください☆新規OPENキャンペーン実施中!!詳しくはHPへ☆,080-8747-0037,11:00～翌 04:00
櫻の恋,大江駅,愛知県名古屋市南区加福本通3丁目70番,,,https://www.esthe-ranking.jp/kasadera/shop-detail/bb6ed21d-58d1-4150-8854-b41ce3b45c73/,https://sakuranokoi.eey.jp/,大江駅から近くてアクセス抜群！,090-9027-1828,12:00～LAST
カミノテ,鳴海駅,愛知県名古屋市緑区鳴海町薬師山１７９−１,,,https://www.esthe-ranking.jp/kasadera/shop-detail/e6325f52-7829-4a4a-bb83-450197e40c69/,https://kaminote-dyellow.navi.mn/,【セブン-イレブン名古屋鳴海町薬師山店】の近くに着いたらお電話ください。,070-1074-3443,11:00～翌 04:00
き楽や,本笠寺駅,愛知県名古屋市南区前浜通7-16,,,https://www.esthe-ranking.jp/kasadera/shop-detail/36d6bf28-d5da-4d79-b600-e1dda6abbbd3/,https://kirakuya.eei.jp/,アクセス欄に住所あり,080-1031-0801,11:00～翌 03:00
激アツのコイ,中京競馬場前駅,"35.05938300000003, 136.98819065889555",35.05938300000003,136.98819065889555,https://www.esthe-ranking.jp/owari/shop-detail/3d0abc15-d33a-4b05-babb-a1afac9f98f0/,https://koihime.bdd.jp/,アクセス欄に緯度経度と住所あり,070-4117-5246,10:00～LAST
Flower（フラワー）,大高駅,愛知県名古屋市緑区鳴海町下汐田152番地5,,,https://www.esthe-ranking.jp/kasadera/shop-detail/4d1c4c4f-2957-41da-aa6a-1ea36846feba/,https://flower.bdd.jp/,緑区にリラクゼーション【Flower - フラワー】がOPENです♪大高駅から近くてアクセス抜群！心がこもった空間で身も心も癒されるマッサージをご提供させていただきます。当店の極上マッサージを体感していただければ、心と体のお手入れもバッチリ完了♪,080-3070-8866,24時間営業
仙桃（せんとう）,笠寺駅,愛知県名古屋市南区弥次ヱ町１丁目１９,,,https://www.esthe-ranking.jp/kasadera/shop-detail/059efea5-15af-47f9-ac44-2be79ed245d7/,http://peachs.sh-rgy.tokyo/,南区、笠寺駅のリラクゼーション【仙桃-せんとう】です！4月28日より新人：ここちゃん/本人保証みきちゃん/本人保証 2名在籍技術最高！団体最大4000円割引の特典実施！店舗前駐車場あり！仕事帰りや買い物ついでにも立ち寄りやすい♪PayPay利用可能！,090-8469-5775,12:00～LAST
楽のや,鳴海駅,愛知県名古屋市緑区鳴海町薬師山１６６−１,,,https://www.esthe-ranking.jp/kasadera/shop-detail/7f5cda59-242a-41b5-ad2e-aa809faf069d/,https://raku-yarosered.navi.mn/,鳴海駅徒歩10分,080-3286-9966,11:00～翌 04:00
ヒーリング,中京競馬場前駅,"35.062644, 136.976205",35.062644,136.976205,https://www.esthe-ranking.jp/kasadera/shop-detail/e1a1d33f-64b4-4178-88be-b61fef5eee3d/,https://healing.dgg.jp/,◆国道1号線沿い◆,090-6859-9166,12:00～翌 02:00
You and Me,笠寺駅,愛知県名古屋市南区本地通1丁目5番地5,,,https://www.esthe-ranking.jp/kasadera/shop-detail/6c8db3cb-a9ce-4c10-88a7-b9458846ebff/,https://youandme.bdd.jp/,駐車場 店舗前（No.1/No.2）にもあり。満車の場合は予約時にお問い合わせください,070-2472-4017,12:00～LAST
ねこも～みん,鳴海駅,愛知県名古屋市緑区鳴海町上汐田24,,,https://www.esthe-ranking.jp/kasadera/shop-detail/4b88f95f-1b5a-4db1-9354-618a3ee1ab64/,https://nekomo-min.eei.jp/,駐車場 お近くのコインパーキングをご利用下さい。,090-9127-6768,12:00～翌 04:00(受付：11:40〜翌3:00)
華の手,鳴海駅,"35°05'14.2""N 136°57'19.7""E",,,https://www.esthe-ranking.jp/kasadera/shop-detail/a39f31ae-ce3c-436d-a66a-edce0c29f2fc/,https://hananote.eei.jp/,鳴海駅徒歩10分,070-1066-3014,11:00～翌 04:00
365,柴田駅,"35.07420020987796, 136.9096592705751",35.07420020987796,136.9096592705751,https://www.esthe-ranking.jp/kasadera/shop-detail/f04d936b-77a5-4049-996c-eaeb6aebc405/,https://sanrokugo.eei.jp/,駐車場：近くのコインパーキングをご利用ください。,090-7049-7113,12:00～LAST
南区・悠楽庵,左京山駅,愛知県名古屋市緑区左京山３０６２,,,https://www.esthe-ranking.jp/kasadera/shop-detail/c8687180-407a-41fd-ac92-76efd72ddfda/,https://nakakawa-yuraku.navi.mn/,アクセス欄に住所あり,070-9184-3107,11:00～翌 04:00
